id,date,call_sum_hist,sms_sum_hist,circumplex.arousal_mean_hist,circumplex.arousal_std_hist,circumplex.valence_mean_hist,circumplex.valence_std_hist,screen_sum_hist,screen_std_hist,appCat.builtin_sum_hist,appCat.builtin_std_hist,appCat.communication_sum_hist,appCat.communication_std_hist,appCat.entertainment_sum_hist,appCat.entertainment_std_hist,appCat.finance_sum_hist,appCat.finance_std_hist,appCat.game_sum_hist,appCat.game_std_hist,appCat.office_sum_hist,appCat.office_std_hist,appCat.other_sum_hist,appCat.other_std_hist,appCat.social_sum_hist,appCat.social_std_hist,appCat.travel_sum_hist,appCat.travel_std_hist,appCat.unknown_sum_hist,appCat.unknown_std_hist,appCat.utilities_sum_hist,appCat.utilities_std_hist,appCat.weather_sum_hist,appCat.weather_std_hist,call_t,sms_t,circumplex.arousal_t,circumplex.valence_t,screen_t,appCat.builtin_t,appCat.communication_t,appCat.entertainment_t,appCat.finance_t,appCat.game_t,appCat.office_t,appCat.other_t,appCat.social_t,appCat.travel_t,appCat.unknown_t,appCat.utilities_t,appCat.weather_t,mood_output
AS14.31,2014-03-27,5.0,3.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,0
AS14.09,2014-05-05,0.0,0.0,-0.06,0.3150396800404673,0.69,0.16355427233796127,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,-1.0,0.5,,,,,,,,,,,,,,1
AS14.17,2014-04-24,2.0,1.0,0.6799999999999999,0.30331501776206204,1.0,0.0,288.0367513569809,34.62005800344051,24.24386132120045,1.0609786930495657,166.90297363759257,17.10265904612039,694.4628707792208,20.4853545367145,0.0,,0.0,,168.62820000000005,0.06972072862500694,45.75046666666664,0.7433654066623109,181.6934719266243,12.66492901130328,129.41349215686276,17.58509156825243,0.0,,4.1558,,0.0,,1.0,,1.0,1.0,69.63136480789188,90.02017500000004,22.03228000000003,118.77291666666667,,2333.7483333333334,,8.743759999999995,58.50563030303034,45.711600000000004,,,,1
AS14.09,2014-02-24,5.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,0
AS14.17,2014-02-24,5.0,1.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,,,,,,,,,,,,,,,,0
AS14.09,2014-02-26,5.0,1.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,0
AS14.27,2014-04-24,4.0,2.0,-0.32999999999999996,0.41170377700477806,0.5800000000000001,0.24899799195977468,274.5848245690179,8.471537201441846,249.52274210203788,59.87890156391375,272.5386690077243,18.78882045669869,0.0,,0.0,,181.53881253968254,6.762477207918615,0.0,,65.54229333333332,0.8934822553781112,268.82141224775205,12.34046679990426,269.3759777777778,39.68063201949827,0.0,,0.0,,22.34785,,1.0,,0.6,0.6,39.279314274690584,8.272232499999998,39.393897777777816,,,27.540840000000003,,14.182499999999997,38.422146666666634,58.778639999999996,,,,1
AS14.02,2014-02-28,5.0,3.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,0
AS14.27,2014-05-15,4.0,1.0,0.76,0.5176871642217914,0.51,0.381444622455213,240.54915846217511,11.68942214858979,30.994534331025537,0.28105521589034177,260.9785206873004,9.714036928365168,0.0,,0.0,,55.61826666666667,8.908573139247094,0.0,,51.47199333333334,1.1372993230202064,272.0103114147685,20.30630806291038,43.51233333333332,,0.0,,0.0,,68.88504666666667,6.337963067724284,,,1.5,0.5,,,,,,,,,,,,,,1
AS14.15,2014-04-25,2.0,1.0,0.52,0.8555699854482975,1.0,0.0,678.3489118848531,67.06806836647218,56.31015169082127,7.865897029800147,298.40851571428584,71.18834318412027,211.84980000000002,,0.0,,0.0,,78.14340416666667,0.5232089313477134,215.9597333333334,40.016931341306204,107.7284,2.5568981207705503,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,137.77220005989085,39.541666666666664,89.74020000000004,,,,,,,,,,,1
